Note,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION
hi accidentally paid last week daughter teacher name paid wrong person please pay back thank,0,0,0,0,0,0,1,0
behalf daughter princess meelie wheelie,0,0,0,0,0,0,1,0
raise glass happy birthday daughter,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
decent daughter,0,0,0,0,0,0,1,0
drama queen daughter,0,0,0,0,0,0,1,0
bad daughter,0,0,0,0,0,0,1,0
daughter safe driver,0,0,0,0,0,0,1,0
daughter come house kick dog,0,0,0,0,0,0,1,0
car favorite daughter fees,0,0,0,0,0,0,1,0
hoping lots smokin hot dads bring teenage daughters concert happy yom kippur,0,0,0,0,0,0,1,0
best daughter,0,0,0,0,0,0,1,0
magali daughter,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
worst daughter ever,0,0,0,0,0,0,1,0
good daughter,0,0,0,0,0,0,1,0
cause daughter amazing,0,0,0,0,0,0,1,0
daughters fundraiser,0,0,0,0,0,0,1,0
fav daughter,0,0,0,0,0,0,1,0
phone return thanks daughter adorable payments process put one college account many blessings family,0,0,0,0,0,0,1,0
school supplies daughters,0,0,0,0,0,0,1,0
bestest daughter evah,0,0,0,0,0,0,1,0
awesome daughter,0,0,0,0,0,0,1,0
best daughter ever love,0,0,0,0,0,0,1,0
ur fantastic daughter,0,0,0,0,0,0,1,0
walks daughter,0,0,0,0,0,0,1,0
smart daughter,0,0,0,0,0,0,1,0
dirty ransom give back daughter,0,0,0,0,0,0,1,0
banquet 817 deposit includes sons mother daughter apologies delay,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
daughter education,0,0,0,0,0,0,1,0
great step daughter,0,0,0,0,0,0,1,0
best extra daughter,0,0,0,0,0,0,1,0
god daughter,0,0,0,0,0,0,1,0
beautiful daughter,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
picking daughter thought better slaughtering beef whew would nt weird welcome,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
daughter introduced podcast,0,0,0,0,0,0,1,0
david daughter,0,0,0,0,0,0,1,0
daughter fees,0,0,0,0,0,0,1,0
jeep tires daughter loves em,0,0,0,0,0,0,1,0
cindy daughter,0,0,0,0,0,0,1,0
daughter sessions,0,0,0,0,0,0,1,0
let hope daughter,0,0,0,0,0,0,1,0
babysitting terrorist daughter,0,0,0,0,0,0,1,0
daughters,0,0,0,0,0,0,1,0
hello daughter let know get please testing make sure works love dad,0,0,0,0,0,0,1,0
loving daughter,0,0,0,0,0,0,1,0
clumsy mother daughter supports,0,0,0,0,0,0,1,0
happy birthday dad soninlaw daughter randy wendy,0,0,0,0,0,0,1,0
daughters,0,0,0,0,0,0,1,0
daughter starving sorry,0,0,0,0,0,0,1,0
thank bringing beautiful hair daughter samantha especially feeling well hair looks amazing,0,0,0,0,0,0,1,0
good daughter,0,0,0,0,0,0,1,0
monthly payment best daughter ever,0,0,0,0,0,0,1,0
2 drinks butchers daughter,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
daughter fund golf addiction,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
best daughter,0,0,0,0,0,0,1,0
tim daughter,0,0,0,0,0,0,1,0
good daughter,0,0,0,0,0,0,1,0
best daughter ever,0,0,0,0,0,0,1,0
want say thank daughter friends great time,0,0,0,0,0,0,1,0
best daughter ever,0,0,0,0,0,0,1,0
mommy daughter,0,0,0,0,0,0,1,0
food daughter,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
beautiful daughter,0,0,0,0,0,0,1,0
daughters,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
liked movie daughter,0,0,0,0,0,0,1,0
desirae cook broccoli math english major raise daughter,0,0,0,0,0,0,1,0
cause love daughter,0,0,0,0,0,0,1,0
mother daughter cooking class,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
daughter cool xo,0,0,0,0,0,0,1,0
awesome lovely daughter perfection,0,0,0,0,0,0,1,0
happy birthday precious daughter,0,0,0,0,0,0,1,0
glad fav daughter,0,0,0,0,0,0,1,0
father daughter copay,0,0,0,0,0,0,1,0
loverly daughter,0,0,0,0,0,0,1,0
daughter chris week 6 gffl high scorer,0,0,0,0,0,0,1,0
great daughter,0,0,0,0,0,0,1,0
best daughter ever,0,0,0,0,0,0,1,0
constantly fedexing daughters things,0,0,0,0,0,0,1,0
awesome daughter,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
good daughter,0,0,0,0,0,0,1,0
great daughter,0,0,0,0,0,0,1,0
best daughter ever,0,0,0,0,0,0,1,0
sorry ms jackson woo real nt mean make ya daughter cry apologize trillion times ya 20,0,0,0,0,0,0,1,0
best daughter ever,0,0,0,0,0,0,1,0
ian daughter fund,0,0,0,0,0,0,1,0
mumford daughters,0,0,0,0,0,0,1,0
awesome daughter,0,0,0,0,0,0,1,0
national send daughter money day,0,0,0,0,0,0,1,0
awesome daughter reward,0,0,0,0,0,0,1,0
awesome daughter reward,0,0,0,0,0,0,1,0
great daughter amazing mom,0,0,0,0,0,0,1,0
daughter wellbeing,0,0,0,0,0,0,1,0
favorite daughter,0,0,0,0,0,0,1,0
loving daughter,0,0,0,0,0,0,1,0
best daughter,0,0,0,0,0,0,1,0
brothers sisters fathers mothers daughters sons,0,0,0,0,0,0,1,0
cause blessed proud daughter,0,0,0,0,0,0,1,0
hi kyla mom bribing stop communicating daughter,0,0,0,0,0,0,1,0
daughter paying,0,0,0,0,0,0,1,0
thanks father daughter weekend,0,0,0,0,0,0,1,0
father daughter square dance u200d,0,0,0,0,0,0,1,0
vegas butchers daughter,0,0,0,0,0,0,1,0
putting dean daughter,0,0,0,0,0,0,1,0
donation daughter,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
thank u daughter,0,0,0,0,0,0,1,0
pop sockets best daughter ever,0,0,0,0,0,0,1,0
butchers daughter,0,0,0,0,0,0,1,0
russ daughters,0,0,0,0,0,0,1,0
poor starving daughter,0,0,0,0,0,0,1,0
fee thingy also cant wait room daughter,0,0,0,0,0,0,1,0
cuz love best daughter,0,0,0,0,0,0,1,0
russ daughter,0,0,0,0,0,0,1,0
make sure goes daughter beer funds,0,0,0,0,0,0,1,0
butcher daughter,0,0,0,0,0,0,1,0
amanda daughter craft night,0,0,0,0,0,0,1,0
ur favorite daughter,0,0,0,0,0,0,1,0
stay away daughter,0,0,0,0,0,0,1,0
best daughter world,0,0,0,0,0,0,1,0
best daughter tax venmodollar,0,0,0,0,0,0,1,0
favorite daughter,0,0,0,0,0,0,1,0
ashton irresponsible daughter take money bengals game buy beer,0,0,0,0,0,0,1,0
happy birthday catherine favorite daughterinlaw,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
awesome daughter,0,0,0,0,0,0,1,0
mommy daughter date,0,0,0,0,0,0,1,0
second favorite daughter,0,0,0,0,0,0,1,0
helping daughter friends try get jobs sending us national conference,0,0,0,0,0,0,1,0
wino daughter,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
best daughter ever,0,0,0,0,0,0,1,0
lovely daughter,0,0,0,0,0,0,1,0
u200d best daughters ever,0,0,0,0,0,0,1,0
ur future daughter snack,0,0,0,0,0,0,1,0
buy essentials target money maybe want help broke daughter,0,0,0,0,0,0,1,0
daughters,0,0,0,0,0,0,1,0
saida daughter,0,0,0,0,0,0,1,0
daughter school fees,0,0,0,0,0,0,1,0
daughter,0,0,0,0,0,0,1,0
daughter bought sweatshirt,0,0,0,0,0,0,1,0
thanks dicking daughter know racist,0,0,0,0,0,0,1,0
best daughter ever,0,0,0,0,0,0,1,0
really good daughter,0,0,0,0,0,0,1,0
father daughter,0,0,0,0,0,0,1,0
nothing best daughter,0,0,0,0,0,0,1,0
favorite daughter annual fee,0,0,0,0,0,0,1,0
wonderful daughter,0,0,0,0,0,0,1,0
accidentally paid christmas eve instead daughter would much appreciate payment back,0,0,0,0,0,0,1,0
awesome daughter club membership dues,0,0,0,0,0,0,1,0
best daughter ever,0,0,0,0,0,0,1,0
dad gf daughter,0,0,0,0,0,0,1,0
father daughter dance,0,0,0,0,0,0,1,0
happy valentine day sweet sweet daughter mine,0,0,0,0,0,0,1,0
allowance son,0,0,0,0,0,0,1,0
greatest son ever,0,0,0,0,0,0,1,0
schwantes family thoughts prayers wish son great recovery,0,0,0,0,0,0,1,0
way estos son regalitos,0,0,0,0,0,0,1,0
watching sweet son,0,0,0,0,0,0,1,0
son sisters food,0,0,0,0,0,0,1,0
putting cheap son go get little treat,0,0,0,0,0,0,1,0
lovely handsome son,0,0,0,0,0,0,1,0
ben son,0,0,0,0,0,0,1,0
1 son venmodollar,0,0,0,0,0,0,1,0
best son ever,0,0,0,0,0,0,1,0
sorey se olvida que son países economías distintas jajajajaj te amo bye,0,0,0,0,0,0,1,0
blessed day son,0,0,0,0,0,0,1,0
favorite son cheap,0,0,0,0,0,0,1,0
amount dear younger son much candyheart,0,0,0,0,0,0,1,0
frontin son seeds bun,0,0,0,0,0,0,1,0
extra shot son,0,0,0,0,0,0,1,0
good son tax,0,0,0,0,0,0,1,0
son,0,0,0,0,0,0,1,0
dad son stuff,0,0,0,0,0,0,1,0
sending son money,0,0,0,0,0,0,1,0
fabulous son putting lame mom loves lots,0,0,0,0,0,0,1,0
love u son everything going ok battle urs let go let god,0,0,0,0,0,0,1,0
bc best son planet,0,0,0,0,0,0,1,0
daycare son,0,0,0,0,0,0,1,0
trials tribulations son driving nuts,0,0,0,0,0,0,1,0
son ai nt playin foosbol mista coach klein,0,0,0,0,0,0,1,0
son chothes,0,0,0,0,0,0,1,0
son gabriel barged,0,0,0,0,0,0,1,0
name father son holy spirit ramen,0,0,0,0,0,0,1,0
son cop,0,0,0,0,0,0,1,0
humble spirits quickened generosity order show giver although required though somehow makes look better public square son mother sake good,0,0,0,0,0,0,1,0
3 tickets mother son night hayden gavin kimberly grimes,0,0,0,0,0,0,1,0
son eats lot figured may need money keeps talking blacks bbq,0,0,0,0,0,0,1,0
food safe son,0,0,0,0,0,0,1,0
son threw crayon,0,0,0,0,0,0,1,0
watching son half half later,0,0,0,0,0,0,1,0
money son 150 feed shipping 130,0,0,0,0,0,0,1,0
good son pays back,0,0,0,0,0,0,1,0
happy belated son gun,0,0,0,0,0,0,1,0
badass son,0,0,0,0,0,0,1,0
eso son reebok son nike,0,0,0,0,0,0,1,0
cutest son b,0,0,0,0,0,0,1,0
better son hunterdance,0,0,0,0,0,0,1,0
son make team cope,0,0,0,0,0,0,1,0
jamey son,0,0,0,0,0,0,1,0
speak son ever,0,0,0,0,0,0,1,0
dam son house,0,0,0,0,0,0,1,0
damn son u find,0,0,0,0,0,0,1,0
son son,0,0,0,0,0,0,1,0
father son bonding,0,0,0,0,0,0,1,0
son never,0,0,0,0,0,0,1,0
ever venmo son ever,0,0,0,0,0,0,1,0
taxi son aqui,0,0,0,0,0,0,1,0
1 million retweets name son goku,0,0,0,0,0,0,1,0
taxi son aqui,0,0,0,0,0,0,1,0
talk son ever,0,0,0,0,0,0,1,0
fed son,0,0,0,0,0,0,1,0
rent room son august,0,0,0,0,0,0,1,0
mother son,0,0,0,0,0,0,1,0
cause son loves,0,0,0,0,0,0,1,0
son son mozzies,0,0,0,0,0,0,1,0
gracias son,0,0,0,0,0,0,1,0
bastard son satan,0,0,0,0,0,0,1,0
pls bring son home,0,0,0,0,0,0,1,0
thank son appreciated,0,0,0,0,0,0,1,0
welcome son,0,0,0,0,0,0,1,0
p son night bro,0,0,0,0,0,0,1,0
abel son 110 un poco mas de lo que paga vitesse peru tenias 20 pasados pero como ayudaste te estoy pagando 100,0,0,0,0,0,0,1,0
tattoos son names,0,0,0,0,0,0,1,0
son,0,0,0,0,0,0,1,0
lovely martha father son discount,0,0,0,0,0,0,1,0
hi son give u 20 coffee,0,0,0,0,0,0,1,0
hi karim please pass funds son brian thank much looking forward meeting one day hopefully,0,0,0,0,0,0,1,0
best son award,0,0,0,0,0,0,1,0
ever talk son,0,0,0,0,0,0,1,0
eat son nobody goes bed hungry household,0,0,0,0,0,0,1,0
cuz son ca nt buy mom pops chipotle,0,0,0,0,0,0,1,0
happy birthday happy birthday believe beautiful son 23 love mom dad,0,0,0,0,0,0,1,0
stay home son paycheck,0,0,0,0,0,0,1,0
father son bonding,0,0,0,0,0,0,1,0
father son get away,0,0,0,0,0,0,1,0
bill son telephon,0,0,0,0,0,0,1,0
hi son give u 20 testing set venmo,0,0,0,0,0,0,1,0
hi son set venmo give u 20 testing,0,0,0,0,0,0,1,0
take son,0,0,0,0,0,0,1,0
son duties,0,0,0,0,0,0,1,0
son dylan,0,0,0,0,0,0,1,0
mom son things,0,0,0,0,0,0,1,0
sandbagging son,0,0,0,0,0,0,1,0
pool son next 4 weeks,0,0,0,0,0,0,1,0
best grandson son,0,0,0,0,0,0,1,0
son marie,0,0,0,0,0,0,1,0
son u200d,0,0,0,0,0,0,1,0
son kito rent,0,0,0,0,0,0,1,0
awesome son brother,0,0,0,0,0,0,1,0
never speak son,0,0,0,0,0,0,1,0
happy early bday son much hope helps little love,0,0,0,0,0,0,1,0
got son love,0,0,0,0,0,0,1,0
raising amazing son tamales,0,0,0,0,0,0,1,0
candy son,0,0,0,0,0,0,1,0
happy birthday son,0,0,0,0,0,0,1,0
buy groceries son mateo arnaiz,0,0,0,0,0,0,1,0
dub house son,0,0,0,0,0,0,1,0
apparently son costs money,0,0,0,0,0,0,1,0
best son ever,0,0,0,0,0,0,1,0
naw son daddy,0,0,0,0,0,0,1,0
son noah expense,0,0,0,0,0,0,1,0
college expenses payback love son,0,0,0,0,0,0,1,0
mom son salon date,0,0,0,0,0,0,1,0
mother son dance tati needs venmo,0,0,0,0,0,0,1,0
best son ever,0,0,0,0,0,0,1,0
taking son vet,0,0,0,0,0,0,1,0
large adult son tiny dino support,0,0,0,0,0,0,1,0
best 15 year old son ever,0,0,0,0,0,0,1,0
love son,0,0,0,0,0,0,1,0
best son ever festivalbeer,0,0,0,0,0,0,1,0
better son two,0,0,0,0,0,0,1,0
wangz son,0,0,0,0,0,0,1,0
puppy son,0,0,0,0,0,0,1,0
betty son pig name betty,0,0,0,0,0,0,1,0
bestest son,0,0,0,0,0,0,1,0
bowling son gun lol,0,0,0,0,0,0,1,0
best son could ask,0,0,0,0,0,0,1,0
son,0,0,0,0,0,0,1,0
doc austin rivers father son counseling,0,0,0,0,0,0,1,0
candy bar son win ridiculous prize school,0,0,0,0,0,0,1,0
thank much cat sitting video son enjoyed end hedda ben,0,0,0,0,0,0,1,0
damn son idk,0,0,0,0,0,0,1,0
security dept great school year sorry delay son bad night,0,0,0,0,0,0,1,0
drake migos son vegas,0,0,0,0,0,0,1,0
son get coffee somethin,0,0,0,0,0,0,1,0
tattoo funds love son,0,0,0,0,0,0,1,0
hand son cory marriage,0,0,0,0,0,0,1,0
wait go date uber drivers son,0,0,0,0,0,0,1,0
greatest son ever,0,0,0,0,0,0,1,0
party boy son gun,0,0,0,0,0,0,1,0
condition son still loves return,0,0,0,0,0,0,1,0
u go son maybe next month u could pay back,0,0,0,0,0,0,1,0
allowancebeing good son,0,0,0,0,0,0,1,0
son,0,0,0,0,0,0,1,0
help son car note hope remember deal honor,0,0,0,0,0,0,1,0
son,0,0,0,0,0,0,1,0
lunch today son bless,0,0,0,0,0,0,1,0
best son ever history world,0,0,0,0,0,0,1,0
los 1250 son para mi ama,0,0,0,0,0,0,1,0
son needs haircut food,0,0,0,0,0,0,1,0
em gởi tặng xà lách son 8,0,0,0,0,0,0,1,0
taking care lil son,0,0,0,0,0,0,1,0
photographer fees uga son photoshoot,0,0,0,0,0,0,1,0
reading bible illegitate son son,0,0,0,0,0,0,1,0
sup son go buy nice clothes something rocketpopsicle,0,0,0,0,0,0,1,0
thanks son love,0,0,0,0,0,0,1,0
good son,0,0,0,0,0,0,1,0
los son mas baratos,0,0,0,0,0,0,1,0
reiki session card reading son michael thank soo much love,0,0,0,0,0,0,1,0
thanks son,0,0,0,0,0,0,1,0
son returned,0,0,0,0,0,0,1,0
youngest son tax,0,0,0,0,0,0,1,0
child supportfor son charlie,0,0,0,0,0,0,1,0
love son ill send,0,0,0,0,0,0,1,0
teas son teas,0,0,0,0,0,0,1,0
kiss son mouth like tom brady,0,0,0,0,0,0,1,0
son,0,0,0,0,0,0,1,0
sorry butchers son appetizer,0,0,0,0,0,0,1,0
look son whole,0,0,0,0,0,0,1,0
son dues,0,0,0,0,0,0,1,0
saving son war,0,0,0,0,0,0,1,0
sick husband son amazon movie ant man2,0,0,0,0,0,0,1,0
adopted son duties,0,0,0,0,0,0,1,0
love son,0,0,0,0,0,0,1,0
little something celebrate birthday thankful son law truly blessing love,0,0,0,0,0,0,1,0
gross son,0,0,0,0,0,0,1,0
best looking son tax,0,0,0,0,0,0,1,0
j dawg son fundraising,0,0,0,0,0,0,1,0
son tuyos son de alba,0,0,0,0,0,0,1,0
food son butcher,0,0,0,0,0,0,1,0
go l love son hope helps,0,0,0,0,0,0,1,0
deia son michael family prayers,0,0,0,0,0,0,1,0
would son home crying alone bedroom floor cuz hungry way feed sleep w man little bit money,0,0,0,0,0,0,1,0
granola bars hopefully make son fat,0,0,0,0,0,0,1,0
son superbowlliichamps gobirds,0,0,0,0,0,0,1,0
joey son thank organizing,0,0,0,0,0,0,1,0
dranks son,0,0,0,0,0,0,1,0
child support son jordy save saved us,0,0,0,0,0,0,1,0
brady kisses son lips,0,0,0,0,0,0,1,0
son son son son,0,0,0,0,0,0,1,0
bday cash love son happy 17,0,0,0,0,0,0,1,0
happy birthday 1 son law,0,0,0,0,0,0,1,0
octubre 13 1030 700pm son 8horas media 8horas media 12 102,0,0,0,0,0,0,1,0
best son ever,0,0,0,0,0,0,1,0
christmas birthday happy birthday son love u,0,0,0,0,0,0,1,0
got square son atl,0,0,0,0,0,0,1,0
bc horrible son,0,0,0,0,0,0,1,0
thx mom,0,0,0,0,0,0,1,0
thanks best mom ever,0,0,0,0,0,0,1,0
best mom ever,0,0,0,0,0,0,1,0
thanks mom,0,0,0,0,0,0,1,0
mom,0,0,0,0,0,0,1,0
euros beginning mom gave 30495 worth divided 2,0,0,0,0,0,0,1,0
best mom ever,0,0,0,0,0,0,1,0
please send money tacos poor want tacos mom please,0,0,0,0,0,0,1,0
embarrassing kids cool mom stuff,0,0,0,0,0,0,1,0
best mom ever,0,0,0,0,0,0,1,0
thanks much mom,0,0,0,0,0,0,1,0
best mom alive,0,0,0,0,0,0,1,0
helo cheese orang ur mom went home unpeel squeeze cleanse enjoy repeat twice spin around close eyes recite herb berb ferb 29 times without stopping breathe need air breathe nose stop reciting safe,0,0,0,0,0,0,1,0
love man mom dads saturday night want come,0,0,0,0,0,0,1,0
mom needs uber,0,0,0,0,0,0,1,0
paying mom,0,0,0,0,0,0,1,0
mom,0,0,0,0,0,0,1,0
1 mom stuff,0,0,0,0,0,0,1,0
ur mom pt 2,0,0,0,0,0,0,1,0
helping mom v things cant afford caz,0,0,0,0,0,0,1,0
nt tell mom,0,0,0,0,0,0,1,0
treat mom dad,0,0,0,0,0,0,1,0
dont look like child asking mom money fair,0,0,0,0,0,0,1,0
team mom gift,0,0,0,0,0,0,1,0
contact information paying 2 x large jerseys waxer 2 number thank much saxby waxer mom katie,0,0,0,0,0,0,1,0
surpassed 1 drink limit sorry mom love,0,0,0,0,0,0,1,0
good mom,0,0,0,0,0,0,1,0
soccer mom van woo,0,0,0,0,0,0,1,0
xmas mom dad,0,0,0,0,0,0,1,0
seth 1500 mom 500,0,0,0,0,0,0,1,0
bday money mom dad dinner,0,0,0,0,0,0,1,0
mom august,0,0,0,0,0,0,1,0
monkey see monkey haircut tagalongs get board haircuts mom,0,0,0,0,0,0,1,0
love mom,0,0,0,0,0,0,1,0
shampoo mom dad,0,0,0,0,0,0,1,0
bb sitting aka darbs hangout ugh mom embarrassing,0,0,0,0,0,0,1,0
hi hold app work mom okay bye,0,0,0,0,0,0,1,0
pay ur mom back 4,0,0,0,0,0,0,1,0
thanks mom,0,0,0,0,0,0,1,0
mom told give pot dirt,0,0,0,0,0,0,1,0
bc mom pay u200d,0,0,0,0,0,0,1,0
disappoint mom choices time,0,0,0,0,0,0,1,0
last payment mom,0,0,0,0,0,0,1,0
granny,0,0,0,0,0,0,1,0
good granny,0,0,0,0,0,0,1,0
mom said knew awake clapping along friends theme song every 20 minutes,0,0,0,0,0,0,1,0
idk mom told,0,0,0,0,0,0,1,0
mom food ed anne,0,0,0,0,0,0,1,0
mom bar,0,0,0,0,0,0,1,0
cash 2 week full day fritz 1 week half day mom pay half day,0,0,0,0,0,0,1,0
best mom ever,0,0,0,0,0,0,1,0
mom paid drinks,0,0,0,0,0,0,1,0
mom need money,0,0,0,0,0,0,1,0
best mom ever,0,0,0,0,0,0,1,0
pay mom flight,0,0,0,0,0,0,1,0
mom pinning pants,0,0,0,0,0,0,0,1
motor city usa,0,0,0,0,0,0,0,1
flavortown usa aka las vegas nv,0,0,0,0,0,0,0,1
brazil trip first,0,0,0,0,0,0,0,1
austin tx,0,0,0,0,0,0,0,1
austin tx,0,0,0,0,0,0,0,1
houston tx,0,0,0,0,0,0,0,1
atx miami,0,0,0,0,0,0,0,1
austin tx,0,0,0,0,0,0,0,1
atx,0,0,0,0,0,0,0,1
hong kong,0,0,0,0,0,0,0,1
hong kong,0,0,0,0,0,0,0,1
airbnb hong kong,0,0,0,0,0,0,0,1
hong kong airbnb,0,0,0,0,0,0,0,1
uber hong kong,0,0,0,0,0,0,0,1
hong kong,0,0,0,0,0,0,0,1
hong kong,0,0,0,0,0,0,0,1
hong kong,0,0,0,0,0,0,0,1
hong kong,0,0,0,0,0,0,0,1
hong kong,0,0,0,0,0,0,0,1
hong kong,0,0,0,0,0,0,0,1
sba sfo,0,0,0,0,0,0,0,1
taxi sfo vegas,0,0,0,0,0,0,0,1
sfo home,0,0,0,0,0,0,0,1
sfo,0,0,0,0,0,0,0,1
uber sfo,0,0,0,0,0,0,0,1
sfo davis,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegass,0,0,0,0,0,0,0,1
vegas u200d,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
nashvegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
nashvegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegass,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
last vegas payment,0,0,0,0,0,0,0,1
vegass,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas kevin,0,0,0,0,0,0,0,1
vegas booze,0,0,0,0,0,0,0,1
vegass,0,0,0,0,0,0,0,1
vegas elopement,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas made us broke,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
costco vegas,0,0,0,0,0,0,0,1
vegas hotel,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas essentials,0,0,0,0,0,0,0,1
vegass,0,0,0,0,0,0,0,1
vegas ubers,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas dinna,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
viva las vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
yeesh vegas ruined,0,0,0,0,0,0,0,1
vegas drinks,0,0,0,0,0,0,0,1
next stop vegas,0,0,0,0,0,0,0,1
vegas,0,0,0,0,0,0,0,1
nashvegas uber,0,0,0,0,0,0,0,1
rent san francisco,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
left heart san francisco,0,0,0,0,0,0,0,1
san francisco strangler,0,0,0,0,0,0,0,1
summer san francisco scam,0,0,0,0,0,0,0,1
broncos vs san francisco,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
okay fine canal san francisco also thx da food,0,0,0,0,0,0,0,1
san francisco baby u200d u200d,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
san francisco carhotel everything else,0,0,0,0,0,0,0,1
san francisco bocce,0,0,0,0,0,0,0,1
san francisco shenanigans,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
san francisco magicwand skullpop,0,0,0,0,0,0,0,1
san francisco house,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
italian san francisco,0,0,0,0,0,0,0,1
good morning san francisco,0,0,0,0,0,0,0,1
san francisco 69ers 15,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
san francisco baby,0,0,0,0,0,0,0,1
san francisco car wine tasting,0,0,0,0,0,0,0,1
san francisco festivities,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
san francisco groceries,0,0,0,0,0,0,0,1
san francisco disaster,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
san francisco festivalbeer venmodollar festivalfloaty rocketpopsicle,0,0,0,0,0,0,0,1
hotel san francisco,0,0,0,0,0,0,0,1
san francisco,0,0,0,0,0,0,0,1
san diego air bnb sorry delay gents,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego airbnb u200d,0,0,0,0,0,0,0,1
san diego temple,0,0,0,0,0,0,0,1
san diego sneaks summer classic,0,0,0,0,0,0,0,1
san diego lodging,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
cj payment san diego airbnb,0,0,0,0,0,0,0,1
gas san diego u paid 3 dollars uber never took,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
uber ride lax san diego,0,0,0,0,0,0,0,1
san diego sitter,0,0,0,0,0,0,0,1
san diego loove,0,0,0,0,0,0,0,1
san diego vibes,0,0,0,0,0,0,0,1
pet sitting san diego plus tip,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego trip,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego trip,0,0,0,0,0,0,0,1
little italy san diego,0,0,0,0,0,0,0,1
la renta en san diego,0,0,0,0,0,0,0,1
san diego fun date,0,0,0,0,0,0,0,1
hot times san diego,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
uber san diego,0,0,0,0,0,0,0,1
san diego trip airport lyfts caesars figtree cafe plus 50 took mexico,0,0,0,0,0,0,0,1
san diego lodging,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego treats,0,0,0,0,0,0,0,1
next time cover gray hair san diego holla u200d,0,0,0,0,0,0,0,1
san diego shenanigans,0,0,0,0,0,0,0,1
san diego food,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego baybayy,0,0,0,0,0,0,0,1
san diego valley boys u200d u200d,0,0,0,0,0,0,0,1
san diegoo,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
san diego,0,0,0,0,0,0,0,1
